player_name,team,league,age,position,appearances,starts,minutes,goals,assists,shots_total,shots_on,passes_total,passes_key,pass_accuracy,tackles,interceptions,blocks,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow_cards,red_cards,player_id,rating,duels_won_pct,xg_proxy,performance_score,fatigue_index,defensive_impact,anomaly_z,is_anomaly
Andreas Christensen,Barcelona,La Liga,26,Defender,10,9,723,0,0.13,0.38,0.25,83.0,0.25,94.5,1.13,0.88,0.5,0.13,0.0,0.38,0.75,0.25,0.0,497,7.469,0.0,0.0,0.4131,0.8033,0.866,-0.6267,0
Oliver Christensen,Hertha BSC,Bundesliga,23,Goalkeeper,19,19,1710,0,0.0,0.0,0.0,26.2,0.0,69.4,0.05,0.0,0.0,0.11,0.05,0.21,0.0,0.05,0.0,498,7.344,0.4545,0.0,0.45,1.0,0.02,-0.1776,0
Ryan Christie,Bournemouth,Premier League,27,Midfielder,19,12,1036,1,0.0,1.48,0.43,24.8,1.22,80.7,1.74,1.57,1.22,3.65,1.48,2.26,1.74,0.09,0.0,499,7.499,0.4055,0.05263157894736842,0.4833,0.6058,1.533,0.2277,0
Carney Chukwuemeka,Chelsea,Premier League,19,Midfielder,8,1,202,0,0.0,1.82,0.45,34.5,1.36,81.7,3.64,1.82,1.82,3.18,0.91,0.91,0.45,0.0,0.0,500,7.408,0.2862,0.0,0.4429,0.2806,2.548,-0.264,0
Samuel Chukwueze,Villarreal,La Liga,23,Midfielder,19,11,1008,1,0.18,2.14,0.54,26.9,1.79,77.0,0.98,0.54,0.63,6.61,2.95,1.25,0.71,0.09,0.0,501,7.493,0.4463,0.05263157894736842,0.4838,0.5895,0.743,0.2338,0
Darko Churlinov,Stuttgart,Bundesliga,22,Forward,1,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.33,0.0,0.0,3.33,0.0,0.0,0.0,502,7.0,0.0,0.0,0.21,0.3,4.999,-3.0986,1
Victor Chust,Cádiz,La Liga,22,Defender,11,9,851,1,0.0,0.11,0.11,34.3,0.11,82.5,0.84,1.05,0.74,0.32,0.11,0.21,0.84,0.32,0.0,503,7.496,0.3438,0.09090909090909091,0.4859,0.8596,0.873,0.2593,0
Tolga Ciderci,Hertha BSC,Bundesliga,30,Midfielder,1,0,45,0,0.0,2.0,2.0,62.0,2.0,86.1,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,504,7.43,0.0,0.0,0.3951,0.5,0.8,-0.8458,0
Yanis Cimignani,Ajaccio,Ligue 1,21,Defender,8,3,279,0,0.0,1.94,0.65,24.2,0.97,66.4,3.55,0.65,1.61,1.94,0.65,0.65,1.61,0.0,0.0,505,7.332,0.3351,0.0,0.4198,0.3875,2.098,-0.5451,0
Daniel Ciofani,Cremonese,Serie A,37,Forward,18,5,464,3,0.0,2.69,1.15,9.62,0.96,57.5,0.77,0.0,0.58,0.19,0.0,1.35,0.58,0.0,0.0,506,7.587,0.0,0.16666666666666666,0.3926,0.2864,0.482,-0.8762,0
Tio Cipot,Spezia,Serie A,19,Defender,3,0,51,0,0.0,1.67,1.67,26.7,1.67,69.6,6.67,0.0,0.0,6.67,3.33,1.67,0.0,0.0,0.0,507,7.348,0.4993,0.0,0.4595,0.1889,2.668,-0.062,0
Pathe Ciss,Rayo Vallecano,La Liga,28,Defender,18,9,919,1,0.0,1.57,0.39,39.4,0.39,83.6,2.94,1.67,1.57,0.59,0.2,0.88,2.65,0.39,0.0,508,7.498,0.339,0.05555555555555555,0.4766,0.5673,2.148,0.1462,0
Souleymane Cisse,Clermont Foot,Ligue 1,20,Defender,2,0,36,0,0.0,2.5,0.0,20.0,0.0,72.7,2.5,2.5,2.5,2.5,0.0,2.5,5.0,0.0,0.0,509,7.364,0.0,0.0,0.3663,0.2,2.5,-1.1963,0
Patrick Ciurria,Monza,Serie A,28,Defender,19,14,1245,3,0.29,1.67,0.58,35.6,1.52,80.4,1.45,0.14,0.94,1.38,0.14,1.38,0.94,0.14,0.0,510,7.715,0.1014,0.15789473684210525,0.4599,0.7281,0.904,-0.0571,0
Bobby Clark,Liverpool,Premier League,18,Midfielder,1,0,8,0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0,511,7.5,0.0,0.0,0.425,0.0889,6.0,-0.4819,0
Alexis Claude-Maurice,Nice,Ligue 1,24,Forward,2,1,64,0,0.0,2.86,0.0,28.6,1.43,80.0,4.29,2.86,0.0,0.0,0.0,2.86,0.0,0.0,0.0,512,7.4,0.0,0.0,0.382,0.3556,2.574,-1.0052,0
Alexis Claude-Maurice,Lens,Ligue 1,24,Midfielder,13,4,448,2,0.4,1.8,0.8,30.0,1.2,83.3,1.8,0.2,0.8,4.0,1.2,2.4,1.0,0.0,0.0,513,7.644,0.3,0.15384615384615385,0.5021,0.3829,1.02,0.4565,0
Jonathan Clauss,Marseille,Ligue 1,30,Defender,19,18,1432,1,0.5,1.76,0.44,37.4,1.95,74.8,1.57,0.82,0.94,2.33,0.82,0.38,1.07,0.06,0.0,514,7.506,0.3519,0.05263157894736842,0.4609,0.8374,1.156,-0.0449,0
Carlos Clerc,Elche,La Liga,30,Defender,15,14,1172,0,0.08,0.38,0.23,35.1,0.23,73.0,2.38,0.85,0.92,1.77,0.62,0.85,0.92,0.08,0.0,515,7.367,0.3503,0.0,0.4371,0.8681,1.483,-0.3346,0
Nathaniel Clyne,Crystal Palace,Premier League,31,Defender,16,14,1206,0,0.0,0.0,0.0,37.9,0.37,77.9,1.57,1.12,1.34,0.75,0.3,0.45,0.45,0.15,0.0,516,7.382,0.4,0.0,0.4573,0.8375,1.366,-0.0887,0
Conor Coady,Everton,Premier League,29,Defender,19,19,1700,1,0.05,0.16,0.11,44.7,0.21,84.4,0.58,0.63,0.95,0.16,0.0,0.58,0.42,0.05,0.0,517,7.523,0.0,0.05263157894736842,0.4103,0.9942,0.706,-0.6608,0
Marcus Coco,Nantes,Ligue 1,26,Defender,14,3,292,1,0.0,1.56,0.31,29.4,1.25,71.8,2.81,2.19,1.88,0.94,0.31,2.5,1.88,0.0,0.0,518,7.459,0.3298,0.07142857142857142,0.4548,0.2317,2.345,-0.1192,0
Alexandre Coeff,Auxerre,Ligue 1,30,Defender,7,6,586,0,0.15,0.15,0.0,44.2,0.15,81.3,1.54,1.23,1.38,0.31,0.0,0.15,0.46,0.0,0.0,519,7.417,0.0,0.0,0.3851,0.9302,1.399,-0.9675,0
Jack Colback,Nott'ham Forest,Premier League,33,Midfielder,8,1,281,0,0.0,0.0,0.0,19.0,0.65,81.9,3.87,0.65,0.32,0.0,0.0,1.94,1.29,0.0,0.0,520,7.41,0.0,0.0,0.3861,0.3903,1.839,-0.9553,0
Seamus Coleman,Everton,Premier League,34,Defender,13,10,857,0,0.0,0.32,0.0,34.5,0.21,81.2,1.58,1.26,1.16,1.68,0.63,0.95,0.42,0.0,0.0,521,7.406,0.375,0.0,0.4596,0.7325,1.358,-0.0607,0
David ?olina,Augsburg,Bundesliga,22,Defender,3,0,66,1,0.0,1.43,1.43,25.7,1.43,58.1,2.86,4.29,5.71,14.3,4.29,2.86,0.0,0.0,0.0,522,7.39,0.3,0.3333333333333333,0.4979,0.2444,4.144,0.4054,0
Alex Collado,Elche,La Liga,23,Midfielder,9,8,536,1,0.17,1.83,0.83,29.3,2.0,80.7,3.67,0.33,1.67,2.67,1.0,1.0,1.33,0.17,0.0,523,7.507,0.3745,0.1111111111111111,0.4948,0.6617,2.068,0.3677,0
Diego Collado,Villarreal,La Liga,22,Forward,2,0,6,0,0.0,0.0,0.0,50.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,7.357,0.0,0.0,0.3635,0.0333,0.0,-1.2304,0
Omar Colley,Sampdoria,Serie A,30,Defender,16,15,1384,1,0.0,0.39,0.26,39.9,0.0,86.1,1.17,1.43,0.58,0.13,0.13,1.17,0.97,0.32,0.0,525,7.514,1.0,0.0625,0.6164,0.9611,1.071,1.8476,0
Nathan Collins,Wolves,Premier League,21,Defender,17,17,1472,0,0.0,0.06,0.0,49.5,0.12,88.8,1.28,1.22,1.4,0.43,0.37,0.43,0.79,0.12,0.06,526,7.426,0.8605,0.0,0.5725,0.9621,1.298,1.3133,0
Lorenzo Colombo,Lecce,Serie A,20,Forward,20,12,987,4,0.18,2.55,0.82,13.6,1.09,64.9,1.09,0.18,1.27,2.45,0.91,0.73,2.55,0.36,0.0,527,7.719,0.3714,0.2,0.4956,0.5483,0.871,0.3774,0
Andrea Colpani,Monza,Serie A,23,Midfielder,15,4,481,2,0.0,2.26,0.57,32.5,1.51,79.3,1.13,0.57,1.89,3.4,1.32,2.45,2.26,0.19,0.0,528,7.587,0.3882,0.13333333333333333,0.5038,0.3563,1.19,0.4772,0
Levi Colwill,Brighton,Premier League,19,Defender,7,5,463,0,0.0,0.2,0.0,74.3,0.39,89.4,0.2,1.18,0.39,0.0,0.0,0.59,0.2,0.0,0.0,529,7.447,0.0,0.0,0.4022,0.7349,0.551,-0.7594,0
Kingsley Coman,Bayern Munich,Bundesliga,26,Midfielder,14,7,749,4,0.36,3.13,0.84,39.4,2.77,79.6,0.96,0.0,1.2,5.78,2.17,1.57,0.72,0.24,0.12,530,7.787,0.3754,0.2857142857142857,0.5536,0.5944,0.744,1.0833,0
Eray Comert,Valencia,La Liga,25,Defender,17,15,1337,1,0.0,0.54,0.34,49.0,0.2,86.8,1.68,1.28,1.14,0.07,0.07,0.67,1.34,0.27,0.07,531,7.506,1.0,0.058823529411764705,0.6164,0.8739,1.398,1.8476,0
Santi Comesana,Rayo Vallecano,La Liga,26,Midfielder,18,12,1116,1,0.0,0.97,0.16,37.6,1.21,84.4,3.06,1.37,1.29,1.85,0.97,1.05,1.94,0.16,0.0,532,7.514,0.5243,0.05555555555555555,0.5157,0.6889,2.022,0.622,0
Andrea Consigli,Sassuolo,Serie A,36,Goalkeeper,19,19,1710,0,0.0,0.0,0.0,35.6,0.0,78.7,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,533,7.394,0.0,0.0,0.3792,1.0,0.02,-1.0393,0
Abdu Conte,Troyes,Ligue 1,24,Defender,12,9,826,1,0.11,0.22,0.11,44.7,0.98,81.9,2.07,0.22,1.09,1.2,0.11,0.54,0.98,0.0,0.0,534,7.517,0.0917,0.08333333333333333,0.4326,0.7648,1.221,-0.3894,0
Andrea Conti,Sampdoria,Serie A,28,Defender,1,0,23,0,0.0,0.0,0.0,20.0,0.0,54.5,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,535,7.272,0.0,0.0,0.3272,0.2556,0.0,-1.6722,0
Lewis Cook,Bournemouth,Premier League,26,Midfielder,19,17,1486,0,0.12,0.3,0.0,30.8,1.27,78.8,2.18,1.03,1.45,0.97,0.36,0.48,0.73,0.12,0.0,536,7.396,0.3711,0.0,0.4537,0.869,1.616,-0.1326,0
Steve Cook,Nott'ham Forest,Premier League,31,Defender,12,11,957,0,0.0,0.28,0.0,34.8,0.28,80.4,0.75,1.13,1.51,0.09,0.09,0.19,0.47,0.38,0.0,537,7.383,1.0,0.0,0.5823,0.8861,1.092,1.4326,0
Liam Cooper,Leeds United,Premier League,31,Defender,13,12,1106,1,0.0,0.73,0.16,39.0,0.33,78.8,2.2,2.03,0.65,0.24,0.08,0.65,0.73,0.16,0.0,538,7.486,0.3333,0.07692307692307693,0.4719,0.9453,1.684,0.089,0
Copete,Mallorca,La Liga,23,Defender,17,16,1285,0,0.0,0.28,0.0,29.4,0.14,77.9,2.03,1.96,1.47,0.56,0.56,1.05,1.89,0.35,0.0,539,7.372,1.0,0.0,0.577,0.8399,1.841,1.3681,0
Diego Coppola,Hellas Verona,Serie A,19,Defender,8,7,619,0,0.0,0.43,0.0,33.0,0.0,72.4,2.03,1.01,1.88,0.43,0.14,0.0,1.01,0.43,0.0,540,7.341,0.3256,0.0,0.4302,0.8597,1.679,-0.4186,0
Francis Coquelin,Villarreal,La Liga,31,Midfielder,15,8,713,1,0.0,0.76,0.13,32.0,0.76,85.5,2.28,1.01,0.89,0.76,0.25,0.76,1.27,0.25,0.0,541,7.515,0.3289,0.06666666666666667,0.4822,0.5281,1.482,0.2143,0
Sebastien Corchia,Nantes,Ligue 1,32,Defender,18,3,525,0,0.17,0.34,0.17,30.3,0.86,66.2,2.07,1.03,0.86,1.03,0.17,2.41,1.72,0.34,0.0,542,7.326,0.165,0.0,0.3852,0.3241,1.395,-0.9663,0
Maxwel Cornet,West Ham,Premier League,26,Forward,5,1,91,0,0.0,4.0,1.0,20.0,0.0,66.7,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,543,7.334,0.0,0.0,0.3534,0.2022,1.6,-1.3533,0
Jesus Corona,Sevilla,La Liga,30,Forward,1,1,62,0,0.0,0.0,0.0,22.9,1.43,80.0,1.43,0.0,0.0,1.43,0.0,4.29,1.43,0.0,0.0,544,7.4,0.0,0.0,0.382,0.6889,0.572,-1.0052,0
Angel Correa,Atlético Madrid,La Liga,27,Midfielder,19,8,821,5,0.0,3.19,1.21,27.3,1.65,78.5,0.55,0.99,0.99,3.63,1.43,1.21,0.99,0.22,0.0,545,7.882,0.3939,0.2631578947368421,0.5512,0.4801,0.814,1.0541,0
Joaquin Correa,Inter,Serie A,28,Forward,17,4,436,3,0.21,1.88,1.04,18.8,1.04,73.8,1.46,0.0,0.42,2.92,0.21,2.08,1.25,0.21,0.0,546,7.673,0.0719,0.17647058823529413,0.4451,0.285,0.71,-0.2372,0
Thierry Correia,Valencia,La Liga,23,Defender,16,16,1382,0,0.0,0.26,0.0,49.4,0.52,77.3,2.73,1.04,0.97,1.56,0.52,2.27,1.62,0.19,0.0,547,7.377,0.3333,0.0,0.4426,0.9597,1.695,-0.2676,0
Alessandro Cortinovis,Hellas Verona,Serie A,22,Midfielder,1,0,6,0,0.0,0.0,0.0,50.0,0.0,83.3,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,548,7.416,0.0,0.0,0.3891,0.0667,7.0,-0.9188,0
Danny da Costa,Mainz 05,Bundesliga,29,Defender,11,6,609,0,0.15,0.74,0.0,28.4,0.44,62.9,1.03,1.18,2.06,1.91,0.74,0.0,0.44,0.0,0.0,549,7.325,0.3874,0.0,0.423,0.6152,1.384,-0.5062,0
David Pereira da Costa,Lens,Ligue 1,22,Midfielder,20,16,1231,1,0.22,1.75,0.51,38.2,1.75,81.0,0.95,0.73,0.95,3.07,1.82,0.88,0.66,0.07,0.0,550,7.517,0.5928,0.05,0.5211,0.6839,0.884,0.6878,0
Diego Costa,Wolves,Premier League,34,Forward,10,8,644,0,0.0,2.92,0.97,9.31,0.69,72.8,0.28,0.28,0.69,0.42,0.28,0.56,2.36,0.28,0.14,551,7.322,0.6667,0.0,0.4986,0.7156,0.403,0.4139,0
Jaume Costa,Mallorca,La Liga,34,Defender,17,17,1478,0,0.06,0.49,0.3,32.0,1.1,74.5,1.71,0.37,0.61,1.1,0.3,1.34,1.16,0.3,0.0,552,7.362,0.2727,0.0,0.4244,0.966,0.978,-0.4892,0
Logan Costa,Toulouse,Ligue 1,21,Defender,1,0,45,0,0.0,0.0,0.0,36.0,0.0,90.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,553,7.45,1.0,0.0,0.6035,0.5,0.6,1.6906,0
Nuno da Costa,Auxerre,Ligue 1,32,Midfielder,19,12,1151,3,0.08,2.11,0.78,12.0,1.02,67.5,2.27,0.94,1.09,5.0,2.03,3.28,1.56,0.31,0.08,554,7.612,0.406,0.15789473684210525,0.4919,0.6731,1.517,0.3324,0
Samu Costa,Almería,La Liga,22,Midfielder,17,12,1147,1,0.0,0.71,0.39,40.6,0.55,78.3,3.31,1.73,1.26,0.71,0.16,1.65,2.44,0.24,0.0,555,7.48,0.2254,0.058823529411764705,0.4437,0.7497,2.221,-0.2543,0
Benoit Costil,Auxerre,Ligue 1,35,Goalkeeper,19,19,1710,0,0.0,0.0,0.0,21.8,0.0,69.8,0.11,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,556,7.349,1.0,0.0,0.5601,1.0,0.044,1.1624,0
Vladimir Coufal,West Ham,Premier League,30,Defender,16,14,1291,0,0.0,0.35,0.0,31.7,0.98,63.3,2.31,1.68,1.26,0.56,0.0,0.77,1.12,0.28,0.0,557,7.302,0.0,0.0,0.3457,0.8965,1.806,-1.447,0
Lassana Coulibaly,Salernitana,Serie A,26,Midfielder,19,19,1572,1,0.11,0.46,0.17,29.0,0.63,83.5,3.03,0.51,1.09,2.69,1.2,1.26,1.66,0.34,0.0,558,7.508,0.4461,0.05263157894736842,0.4972,0.9193,1.692,0.3969,0
Tanguy Coulibaly,Stuttgart,Bundesliga,21,Defender,2,0,35,0,0.0,0.0,0.0,45.0,0.0,69.2,7.5,2.5,7.5,10.0,5.0,2.5,0.0,0.0,0.0,559,7.346,0.5,0.0,0.4588,0.1944,6.0,-0.0705,0
Thibaut Courtois,Real Madrid,La Liga,30,Goalkeeper,15,15,1350,0,0.0,0.0,0.0,29.6,0.07,83.6,0.07,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,560,7.418,0.0,0.0,0.3897,1.0,0.028,-0.9115,0
Mathieu Coutadeur,Ajaccio,Ligue 1,36,Midfielder,14,11,982,0,0.0,0.18,0.0,50.2,0.73,85.3,1.01,1.01,0.83,0.64,0.37,0.55,0.28,0.0,0.0,561,7.426,0.5781,0.0,0.509,0.7794,0.956,0.5405,0
Philippe Coutinho,Aston Villa,Premier League,30,Midfielder,18,6,712,0,0.0,2.41,0.76,34.2,0.89,74.8,1.65,0.38,0.89,3.8,1.52,1.52,1.77,0.38,0.0,562,7.355,0.4,0.0,0.4502,0.4395,1.041,-0.1752,0
Yan Couto,Girona,La Liga,20,Defender,14,7,684,0,0.13,0.66,0.0,38.9,1.18,75.5,2.5,0.53,0.66,5.0,2.63,1.18,0.92,0.13,0.0,563,7.38,0.526,0.0,0.4776,0.5429,1.357,0.1583,0
Conor Coventry,West Ham,Premier League,22,Midfielder,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564,7.0,0.0,0.0,0.21,0.0111,0.0,-3.0986,1
Nicolas Cozza,Montpellier,Ligue 1,24,Defender,17,14,1277,2,0.07,0.49,0.28,30.2,0.49,72.5,2.68,1.48,0.77,1.06,0.35,1.34,0.56,0.21,0.0,565,7.557,0.3302,0.11764705882352941,0.473,0.8346,1.747,0.1023,0
Aaron Cresswell,West Ham,Premier League,33,Defender,18,17,1533,0,0.0,0.41,0.06,50.8,1.76,79.6,0.82,1.18,1.0,0.35,0.12,0.29,0.47,0.12,0.0,566,7.392,0.3429,0.0,0.4495,0.9463,0.982,-0.1837,0
Bryan Cristante,Roma,Serie A,27,Midfielder,22,22,1839,1,0.0,0.88,0.15,43.2,0.44,81.5,3.58,0.39,1.32,0.34,0.25,0.69,1.47,0.2,0.0,567,7.498,0.7353,0.045454545454545456,0.5486,0.9288,1.945,1.0225,0
Domen ?rnigoj,Salernitana,Serie A,27,Midfielder,2,0,49,0,0.0,0.0,0.0,32.0,0.0,66.7,12.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,568,7.334,1.0,0.0,0.5534,0.2722,6.0,1.0809,0
Juan Cruz Armada,Osasuna,La Liga,30,Defender,16,14,1263,0,0.0,0.07,0.0,34.3,0.79,75.0,1.21,0.64,0.57,0.79,0.36,0.43,0.79,0.29,0.0,569,7.36,0.4557,0.0,0.4619,0.8771,0.847,-0.0328,0
Juan Cruz,Betis,La Liga,22,Forward,5,1,174,1,0.0,2.63,1.05,11.6,1.05,61.1,0.53,0.0,0.53,3.16,1.05,1.05,1.58,0.0,0.0,570,7.406,0.3323,0.2,0.4708,0.3867,0.371,0.0756,0
Juan Cuadrado,Juventus,Serie A,34,Defender,16,13,1059,0,0.25,1.53,0.42,45.3,2.29,83.6,2.54,1.1,0.76,1.95,0.51,1.53,1.27,0.25,0.08,571,7.407,0.2615,0.0,0.4417,0.7354,1.574,-0.2786,0
Marc Cucurella,Chelsea,Premier League,24,Defender,20,17,1345,0,0.13,0.4,0.0,59.9,0.54,83.4,3.29,0.74,1.54,0.87,0.34,1.01,0.81,0.13,0.0,572,7.42,0.3908,0.0,0.4676,0.7472,2.0,0.0366,0
Jorge Cuenca,Villarreal,La Liga,23,Defender,6,4,356,0,0.0,0.5,0.0,59.5,0.25,85.9,1.5,1.25,1.5,0.0,0.0,0.25,1.0,0.25,0.0,573,7.417,0.0,0.0,0.3943,0.6593,1.425,-0.8555,0
Braian Cufre,Mallorca,La Liga,26,Defender,5,2,220,0,0.0,1.25,0.0,31.7,0.42,82.6,2.08,0.83,0.83,1.25,0.83,1.25,2.08,0.0,0.0,574,7.413,0.664,0.0,0.5204,0.4889,1.33,0.6792,0
Mickael Cuisance,Sampdoria,Serie A,23,Midfielder,1,1,45,0,0.0,0.0,0.0,18.0,0.0,56.3,10.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,575,7.282,0.0,0.0,0.3311,0.5,5.2,-1.6247,0
Matheus Cunha,Wolves,Premier League,23,Forward,5,3,250,0,0.0,2.14,0.71,15.7,0.71,72.1,0.36,0.71,2.14,3.57,1.79,1.79,2.86,0.0,0.0,576,7.36,0.5014,0.0,0.4653,0.5556,0.999,0.0086,0
Matheus Cunha,Atlético Madrid,La Liga,23,Midfielder,11,2,377,0,0.48,2.86,1.9,15.2,1.43,75.3,0.95,0.48,0.95,1.67,1.43,1.43,1.67,0.48,0.0,577,7.386,0.8563,0.0,0.5434,0.3808,0.809,0.9592,0
Curro,Almería,La Liga,27,Midfielder,2,0,43,0,0.0,2.0,2.0,42.0,4.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,578,7.275,0.0,0.0,0.3682,0.2389,1.6,-1.1732,0
Marco D'Alessandro,Monza,Serie A,31,Defender,8,3,290,0,0.0,1.25,0.31,24.7,0.94,68.7,1.25,0.31,0.63,1.56,0.31,2.81,1.88,0.63,0.0,579,7.312,0.1987,0.0,0.3965,0.4028,0.782,-0.8287,0
Danilo D'Ambrosio,Inter,Serie A,34,Defender,4,1,107,0,0.0,0.0,0.0,44.2,0.0,86.9,3.33,1.67,3.33,0.0,0.0,0.0,2.5,0.83,0.0,580,7.393,0.0,0.0,0.3956,0.2972,2.832,-0.8397,0
Luca D'Andrea,Sassuolo,Serie A,18,Forward,5,5,316,0,0.29,2.0,0.86,17.4,2.86,72.6,1.14,0.29,0.57,3.14,0.86,2.57,1.14,0.0,0.0,581,7.383,0.2739,0.0,0.4215,0.7022,0.714,-0.5245,0
Damien Da Silva,Lyon,Ligue 1,34,Defender,7,3,338,0,0.0,0.53,0.0,57.1,0.0,85.4,2.11,1.32,1.05,0.53,0.26,0.53,2.11,0.53,0.0,582,7.4,0.4906,0.0,0.4909,0.5365,1.555,0.3202,0
Moanes Dabbur,Hoffenheim,Bundesliga,30,Forward,13,4,541,5,0.0,2.33,2.0,21.8,1.5,70.4,1.17,0.5,0.5,2.17,0.83,1.0,0.67,0.33,0.0,583,7.836,0.3825,0.38461538461538464,0.5678,0.4624,0.768,1.2561,0
Colin Dagba,Strasbourg,Ligue 1,24,Defender,12,7,560,0,0.0,0.32,0.0,41.9,1.77,81.8,2.58,1.61,1.94,2.9,1.29,0.81,1.61,0.16,0.0,584,7.401,0.4448,0.0,0.4746,0.5185,2.097,0.1218,0
Finn Dahmen,Mainz 05,Bundesliga,24,Goalkeeper,5,5,450,0,0.0,0.0,0.0,23.2,0.0,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585,7.343,0.0,0.0,0.3575,1.0,0.0,-1.3034,0
Mahmoud Dahoud,Dortmund,Bundesliga,27,Midfielder,5,3,198,0,0.0,1.82,0.0,53.2,1.36,75.5,3.64,1.82,1.82,1.82,0.91,0.45,0.91,0.0,0.0,586,7.378,0.5,0.0,0.4723,0.44,2.548,0.0938,0
Patson Daka,Leicester City,Premier League,24,Forward,17,9,706,3,0.38,2.44,1.41,13.3,1.28,66.2,1.03,0.38,0.9,1.15,0.51,0.77,1.41,0.26,0.0,587,7.645,0.4435,0.17647058823529413,0.5034,0.4614,0.796,0.4723,0
Thijs Dallinga,Toulouse,Ligue 1,22,Forward,21,15,1208,7,0.07,2.01,1.12,13.3,1.27,66.9,0.45,0.15,0.6,1.04,0.45,0.6,1.57,0.3,0.0,588,8.024,0.4327,0.3333333333333333,0.5611,0.6392,0.405,1.1746,0
Diogo Dalot,Manchester Utd,Premier League,23,Defender,15,14,1268,0,0.14,0.99,0.28,45.3,1.56,77.4,2.2,1.63,1.28,1.63,0.92,0.21,1.06,0.35,0.0,589,7.379,0.5644,0.0,0.489,0.9393,1.753,0.2971,0
Muhammed Damar,Hoffenheim,Bundesliga,18,Midfielder,5,1,143,0,0.0,0.63,0.0,31.3,1.88,79.4,3.75,0.0,1.88,3.13,0.0,0.63,3.13,0.0,0.0,590,7.397,0.0,0.0,0.3807,0.3178,2.064,-1.021,0
Mikkel Damsgaard,Brentford,Premier League,22,Midfielder,11,1,285,0,0.0,1.25,0.94,28.4,1.56,71.1,2.81,0.63,1.25,2.19,0.94,1.25,1.56,0.63,0.0,591,7.324,0.4292,0.0,0.4478,0.2879,1.688,-0.2044,0
Flavius Daniliuc,Salernitana,Serie A,21,Defender,13,11,1031,0,0.09,0.43,0.26,43.8,0.17,86.7,2.26,1.04,1.3,0.26,0.09,0.09,1.39,0.35,0.0,592,7.422,0.3462,0.0,0.4653,0.8812,1.606,0.0086,0
Flavius Daniliuc,Nice,Ligue 1,21,Defender,2,1,91,0,0.0,0.0,0.0,57.0,1.0,90.5,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,593,7.452,0.0,0.0,0.4046,0.5056,2.0,-0.7301,0
Danilo,Nott'ham Forest,Premier League,21,Midfielder,2,1,91,0,0.0,1.0,0.0,27.0,1.0,71.1,6.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,594,7.306,1.0,0.0,0.5614,0.5056,3.0,1.1782,0
Danilo,Juventus,Serie A,31,Defender,21,20,1813,2,0.1,0.75,0.1,50.3,0.6,83.7,2.34,1.39,1.0,0.7,0.15,0.5,1.0,0.15,0.0,595,7.618,0.2143,0.09523809523809523,0.4674,0.9593,1.653,0.0342,0
Arnaut Danjuma,Tottenham,Premier League,26,Forward,1,0,12,0,0.0,0.0,0.0,60.0,10.0,54.5,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,596,7.272,0.6667,0.0,0.4605,0.1333,0.0,-0.0498,0
Arnaut Danjuma,Villarreal,La Liga,26,Forward,10,6,479,2,0.0,2.08,0.75,13.2,0.94,73.7,0.57,0.0,0.0,1.32,0.38,1.32,0.38,0.0,0.0,597,7.568,0.2879,0.2,0.492,0.5322,0.228,0.3336,0
Kevin Danso,Lens,Ligue 1,24,Defender,22,22,1980,1,0.05,0.59,0.05,59.9,0.27,90.3,1.14,1.0,1.18,1.0,0.64,1.77,1.23,0.23,0.0,598,7.544,0.64,0.045454545454545456,0.5486,1.0,1.11,1.0225,0
Dante,Nice,Ligue 1,39,Defender,22,22,1980,1,0.05,0.5,0.14,61.3,0.18,90.0,1.59,1.5,1.68,0.23,0.05,0.41,0.86,0.18,0.0,599,7.544,0.2174,0.045454545454545456,0.4634,1.0,1.59,-0.0145,0
