fixture_id,team,player_id,player_name,position,grid,is_starter,match_importance,recent_form,result,performance_score,fatigue_index,defensive_impact,anomaly_z,rating,pass_accuracy,duels_won_pct,goals,assists,minutes,appearances,is_goalkeeper,is_defender,is_midfielder,is_forward
1029862,Toulouse,36928.0,D. Genreau,M,0-0,0,0.5084745762711864,0.7333,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1029862,Toulouse,47351.0,Álex Domínguez,G,0-0,0,0.5084745762711864,0.7333,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
1029862,Toulouse,20867.0,Y. Begraoui,F,0-0,0,0.5084745762711864,0.7333,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
1029862,Toulouse,385351.0,N. Lahmadi,M,0-0,0,0.5084745762711864,0.7333,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1029862,Toulouse,302622.0,K. Keben,D,0-0,0,0.5084745762711864,0.7333,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1030305,Paris Saint Germain,1622.0,G. Donnarumma,G,1:1,1,0.05084745762711865,0.4444,D,0.3323,0.9644,0.3,0.7026,7.268,0.0,0.5714285714285714,0.0,0.0,2170.0,25.0,1,0,0,0
1030305,Paris Saint Germain,1622.0,G. Donnarumma,G,1:1,1,0.05084745762711865,0.4444,D,0.4115,1.0,0.4,1.068,7.05,0.0,1.0,0.0,0.0,360.0,4.0,1,0,0,0
1030305,Paris Saint Germain,1622.0,G. Donnarumma,G,1:1,1,0.05084745762711865,0.4444,D,0.3774,1.0,0.4,0.9107,7.025,0.0,0.8333333333333334,0.0,0.0,1080.0,12.0,1,0,0,0
1030305,Paris Saint Germain,1622.0,G. Donnarumma,G,1:1,1,0.05084745762711865,0.4444,D,0.0,0.8778,0.0,-0.8302,0.0,0.0,0.0,0.0,0.0,316.0,4.0,1,0,0,0
1030305,Paris Saint Germain,9.0,A. Hakimi,D,2:4,1,0.05084745762711865,0.4444,D,0.4785,0.8582,16.4,1.377,7.324,61.0,0.44390243902439025,4.0,5.0,1931.0,25.0,0,1,0,0
1030305,Paris Saint Germain,9.0,A. Hakimi,D,2:4,1,0.05084745762711865,0.4444,D,0.4908,1.0,0.8,1.4337,7.833333,70.0,0.5789473684210527,0.0,1.0,270.0,3.0,0,1,0,0
1030305,Paris Saint Germain,9.0,A. Hakimi,D,2:4,1,0.05084745762711865,0.4444,D,0.4584,0.9929,11.6,1.2843,7.263636,64.0,0.4260869565217391,1.0,1.0,983.0,11.0,0,1,0,0
1030305,Paris Saint Germain,9.0,A. Hakimi,D,2:4,1,0.05084745762711865,0.4444,D,0.0,0.5622,0.0,-0.8302,0.0,0.0,0.0,0.0,0.0,253.0,5.0,0,1,0,0
1030305,Paris Saint Germain,381.0,Danilo Pereira,D,2:3,1,0.05084745762711865,0.4444,D,0.4952,0.8517,23.5,1.454,7.153846,80.0,0.6029411764705882,0.0,0.0,1993.0,26.0,0,1,0,0
1030305,Paris Saint Germain,381.0,Danilo Pereira,D,2:3,1,0.05084745762711865,0.4444,D,0.5229,0.6467,2.9,1.5818,7.46,64.0,0.5555555555555556,1.0,1.0,291.0,5.0,0,1,0,0
1030305,Paris Saint Germain,381.0,Danilo Pereira,D,2:3,1,0.05084745762711865,0.4444,D,0.4853,0.5889,2.5,1.4084,7.266666,42.0,0.9166666666666666,0.0,0.0,159.0,3.0,0,1,0,0
1030305,Paris Saint Germain,381.0,Danilo Pereira,D,2:3,1,0.05084745762711865,0.4444,D,0.0,0.6244,0.0,-0.8302,0.0,0.0,0.0,0.0,0.0,281.0,5.0,0,1,0,0
1030305,Paris Saint Germain,198.0,M. Škriniar,D,2:2,1,0.05084745762711865,0.4444,D,0.0,0.7917,0.0,-0.8302,0.0,0.0,0.0,0.0,0.0,285.0,4.0,0,1,0,0
1030305,Paris Saint Germain,198.0,M. Škriniar,D,2:2,1,0.05084745762711865,0.4444,D,0.4618,0.7519,16.2,1.3,6.895833,72.0,0.5545454545454546,0.0,0.0,1624.0,24.0,0,1,0,0
1030305,Paris Saint Germain,198.0,M. Škriniar,D,2:2,1,0.05084745762711865,0.4444,D,0.207,0.1667,0.3,0.1246,6.9,0.0,0.0,0.0,0.0,15.0,1.0,0,1,0,0
1030305,Paris Saint Germain,198.0,M. Škriniar,D,2:2,1,0.05084745762711865,0.4444,D,0.0,0.0,0.0,-0.8302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0
1030305,Paris Saint Germain,198.0,M. Škriniar,D,2:2,1,0.05084745762711865,0.4444,D,0.5254,0.9981,7.2,1.5934,7.166666,77.0,0.5319148936170213,1.0,0.0,539.0,6.0,0,1,0,0
1030305,Paris Saint Germain,33.0,L. Hernández,D,2:1,1,0.05084745762711865,0.4444,D,0.4625,0.7885,30.4,1.3032,7.114814,57.0,0.6195652173913043,1.0,1.0,1916.0,27.0,0,1,0,0
1030305,Paris Saint Germain,33.0,L. Hernández,D,2:1,1,0.05084745762711865,0.4444,D,0.4852,1.0,1.3,1.4079,7.05,94.0,0.42857142857142855,0.0,0.0,180.0,2.0,0,1,0,0
1030305,Paris Saint Germain,33.0,L. Hernández,D,2:1,1,0.05084745762711865,0.4444,D,0.4454,0.8505,6.9,1.2243,6.727272,51.0,0.5714285714285714,1.0,0.0,842.0,11.0,0,1,0,0
1030305,Paris Saint Germain,33.0,L. Hernández,D,2:1,1,0.05084745762711865,0.4444,D,0.0,0.55,0.0,-0.8302,0.0,0.0,0.0,0.0,0.0,198.0,4.0,0,1,0,0
1030305,Paris Saint Germain,311083.0,C. Ndour,M,3:3,1,0.05084745762711865,0.4444,D,0.0,0.0,0.0,-0.8302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1030305,Paris Saint Germain,311083.0,C. Ndour,M,3:3,1,0.05084745762711865,0.4444,D,0.0,0.4711,0.0,-0.8302,0.0,0.0,0.0,0.0,0.0,212.0,5.0,0,0,1,0
1030305,Paris Saint Germain,311083.0,C. Ndour,M,3:3,1,0.05084745762711865,0.4444,D,0.276,0.1074,0.8,0.4429,6.7,0.0,0.375,0.0,0.0,29.0,3.0,0,0,1,0
1030305,Paris Saint Germain,311083.0,C. Ndour,M,3:3,1,0.05084745762711865,0.4444,D,0.78,1.0,0.4,2.7678,8.2,57.0,0.6,1.0,0.0,90.0,1.0,0,0,1,0
1030305,Paris Saint Germain,128384.0,Vitinha,M,3:2,1,0.05084745762711865,0.4444,D,0.5105,0.8448,25.8,1.5246,7.457142,58.0,0.4789473684210526,7.0,4.0,2129.0,28.0,0,0,1,0
1030305,Paris Saint Germain,128384.0,Vitinha,M,3:2,1,0.05084745762711865,0.4444,D,0.4734,0.9489,6.4,1.3535,7.48,81.0,0.43478260869565216,0.0,0.0,427.0,5.0,0,0,1,0
1030305,Paris Saint Germain,128384.0,Vitinha,M,3:2,1,0.05084745762711865,0.4444,D,0.4705,0.8463,9.9,1.3401,7.466666,55.0,0.43243243243243246,2.0,1.0,914.0,12.0,0,0,1,0
1030305,Paris Saint Germain,128384.0,Vitinha,M,3:2,1,0.05084745762711865,0.4444,D,0.15,0.7194,0.0,-0.1383,0.0,0.0,0.0,2.0,0.0,259.0,4.0,0,0,1,0
